1,1,14.247,2.980,1254.620,710.818,0.76526,-1.0,-1.0,-1.0
2,1,11.704,3.652,1259.686,710.095,0.72007,-1.0,-1.0,-1.0
3,1,12.288,3.163,1260.089,710.189,0.66843,-1.0,-1.0,-1.0
4,1,10.211,3.285,1262.486,709.964,0.67458,-1.0,-1.0,-1.0
5,1,8.836,4.038,1264.795,708.933,0.62965,-1.0,-1.0,-1.0
6,1,8.541,4.314,1264.692,708.754,0.62432,-1.0,-1.0,-1.0
7,1,8.646,5.632,1265.977,707.289,0.47600,-1.0,-1.0,-1.0
8,1,9.635,3.706,1264.109,708.958,0.53584,-1.0,-1.0,-1.0
8,3,720.859,78.953,46.862,33.946,0.39115,-1.0,-1.0,-1.0
9,3,724.082,83.248,45.297,32.038,0.49809,-1.0,-1.0,-1.0
9,1,9.221,2.292,1264.480,710.421,0.49179,-1.0,-1.0,-1.0
10,1,8.836,2.439,1264.627,710.391,0.50317,-1.0,-1.0,-1.0
10,3,726.342,82.040,43.025,33.417,0.49735,-1.0,-1.0,-1.0
10,4,1142.469,36.582,39.141,19.308,0.47194,-1.0,-1.0,-1.0
10,5,1099.118,33.033,32.130,23.631,0.36446,-1.0,-1.0,-1.0
11,1,11.231,1.073,1261.444,712.007,0.57408,-1.0,-1.0,-1.0
11,3,732.592,80.492,40.753,37.581,0.45098,-1.0,-1.0,-1.0
11,4,1139.033,36.133,35.171,20.154,0.28016,-1.0,-1.0,-1.0
12,1,12.247,1.632,1259.437,711.257,0.58846,-1.0,-1.0,-1.0
12,3,733.706,84.542,41.398,36.234,0.43012,-1.0,-1.0,-1.0
13,1,14.115,1.687,1259.542,710.531,0.61525,-1.0,-1.0,-1.0
13,3,735.859,85.136,41.220,37.934,0.43224,-1.0,-1.0,-1.0
14,1,13.827,1.267,1259.839,710.843,0.63143,-1.0,-1.0,-1.0
14,3,735.416,86.128,44.466,39.835,0.38973,-1.0,-1.0,-1.0
15,1,12.450,1.530,1259.800,710.310,0.66583,-1.0,-1.0,-1.0
15,6,682.232,94.217,36.882,38.997,0.38052,-1.0,-1.0,-1.0
16,1,13.041,0.994,1260.255,711.318,0.66738,-1.0,-1.0,-1.0
16,6,682.410,94.213,36.378,38.931,0.27561,-1.0,-1.0,-1.0
17,1,15.465,1.521,1256.656,711.201,0.70629,-1.0,-1.0,-1.0
17,3,736.264,93.796,47.998,38.602,0.30065,-1.0,-1.0,-1.0
18,1,17.262,2.217,1251.922,710.422,0.72449,-1.0,-1.0,-1.0
18,3,738.611,92.730,51.000,40.997,0.38164,-1.0,-1.0,-1.0
19,1,18.236,2.017,1253.208,710.386,0.69698,-1.0,-1.0,-1.0
19,3,740.069,96.825,52.351,40.469,0.32731,-1.0,-1.0,-1.0
20,3,747.059,100.202,48.014,39.119,0.63665,-1.0,-1.0,-1.0
20,1,16.309,1.468,1256.717,710.391,0.62695,-1.0,-1.0,-1.0
21,3,748.649,101.441,48.714,41.032,0.70724,-1.0,-1.0,-1.0
21,1,15.807,1.286,1256.944,710.626,0.59864,-1.0,-1.0,-1.0
21,7,687.344,104.438,40.000,42.759,0.44940,-1.0,-1.0,-1.0
22,3,748.666,101.719,48.654,40.872,0.72952,-1.0,-1.0,-1.0
22,1,14.303,1.242,1257.969,710.542,0.62344,-1.0,-1.0,-1.0
22,7,687.392,104.895,39.991,42.294,0.49303,-1.0,-1.0,-1.0
23,1,16.727,2.334,1254.504,709.411,0.72869,-1.0,-1.0,-1.0
23,3,746.075,105.725,54.404,42.723,0.58401,-1.0,-1.0,-1.0
23,7,687.827,111.091,40.826,41.208,0.28407,-1.0,-1.0,-1.0
24,1,16.865,2.489,1252.917,709.214,0.73393,-1.0,-1.0,-1.0
24,3,749.311,106.976,56.904,43.186,0.51315,-1.0,-1.0,-1.0
24,7,688.071,112.690,42.611,42.386,0.49367,-1.0,-1.0,-1.0
25,1,18.599,2.946,1252.310,709.272,0.74299,-1.0,-1.0,-1.0
25,3,757.762,109.225,50.142,46.215,0.66546,-1.0,-1.0,-1.0
25,7,689.107,116.388,43.023,42.664,0.55456,-1.0,-1.0,-1.0
26,3,753.394,113.721,58.172,46.058,0.72634,-1.0,-1.0,-1.0
26,7,690.060,119.016,43.940,42.380,0.69693,-1.0,-1.0,-1.0
26,1,15.225,1.938,1256.324,709.943,0.66681,-1.0,-1.0,-1.0
27,3,754.799,118.056,59.687,48.583,0.70452,-1.0,-1.0,-1.0
27,1,14.635,2.019,1256.377,710.241,0.70122,-1.0,-1.0,-1.0
27,7,689.287,124.278,45.158,44.844,0.56865,-1.0,-1.0,-1.0
28,3,754.948,118.054,59.581,48.569,0.70755,-1.0,-1.0,-1.0
28,1,14.895,1.965,1256.128,710.272,0.68339,-1.0,-1.0,-1.0
28,7,689.355,124.359,45.115,44.621,0.60685,-1.0,-1.0,-1.0
29,7,690.258,127.588,46.508,41.981,0.70963,-1.0,-1.0,-1.0
29,3,755.649,119.503,63.752,48.945,0.69738,-1.0,-1.0,-1.0
29,1,12.570,2.042,1257.895,710.223,0.65933,-1.0,-1.0,-1.0
30,3,758.666,123.665,65.862,48.801,0.71608,-1.0,-1.0,-1.0
30,7,693.695,130.230,45.826,43.313,0.71343,-1.0,-1.0,-1.0
30,8,675.839,61.691,33.315,25.477,0.53833,-1.0,-1.0,-1.0
30,1,15.636,0.992,1254.570,711.070,0.50180,-1.0,-1.0,-1.0
31,7,694.390,133.139,47.410,47.212,0.74553,-1.0,-1.0,-1.0
31,3,762.088,125.262,66.276,53.511,0.69738,-1.0,-1.0,-1.0
31,8,677.627,63.126,32.551,26.183,0.49560,-1.0,-1.0,-1.0
31,1,14.020,0.627,1255.638,711.578,0.30621,-1.0,-1.0,-1.0
32,3,765.083,130.722,66.562,53.043,0.73472,-1.0,-1.0,-1.0
32,7,694.619,137.506,49.036,46.665,0.70582,-1.0,-1.0,-1.0
32,8,678.336,64.459,33.128,26.578,0.55020,-1.0,-1.0,-1.0
32,1,16.203,0.769,1253.606,711.802,0.27093,-1.0,-1.0,-1.0
33,3,762.777,135.285,73.542,53.523,0.64736,-1.0,-1.0,-1.0
33,7,695.069,141.798,49.917,46.731,0.64105,-1.0,-1.0,-1.0
33,8,679.322,64.354,31.504,28.941,0.49063,-1.0,-1.0,-1.0
33,1,12.859,0.941,1257.332,711.684,0.35700,-1.0,-1.0,-1.0
33,9,655.720,34.176,23.361,20.541,0.34343,-1.0,-1.0,-1.0
34,7,694.943,141.761,50.144,46.932,0.64520,-1.0,-1.0,-1.0
34,3,762.830,135.335,73.586,53.316,0.63287,-1.0,-1.0,-1.0
34,8,679.387,64.227,31.564,29.098,0.51349,-1.0,-1.0,-1.0
34,10,1009.369,18.845,39.920,19.948,0.37816,-1.0,-1.0,-1.0
34,9,655.259,34.100,23.728,20.481,0.36610,-1.0,-1.0,-1.0
34,1,13.311,0.899,1257.272,711.609,0.31675,-1.0,-1.0,-1.0
35,3,777.602,138.646,64.734,55.060,0.73808,-1.0,-1.0,-1.0
35,7,696.688,145.639,50.387,45.913,0.60141,-1.0,-1.0,-1.0
35,8,679.319,64.725,32.591,29.306,0.48719,-1.0,-1.0,-1.0
35,1,13.441,0.000,1256.134,712.668,0.30874,-1.0,-1.0,-1.0
35,9,656.965,34.378,23.497,20.097,0.27835,-1.0,-1.0,-1.0
36,3,775.481,142.939,70.384,57.320,0.78395,-1.0,-1.0,-1.0
36,8,679.679,67.041,33.223,27.983,0.60943,-1.0,-1.0,-1.0
36,7,695.248,150.772,53.683,48.904,0.56138,-1.0,-1.0,-1.0
36,9,657.250,36.873,24.229,18.519,0.38502,-1.0,-1.0,-1.0
37,3,778.542,147.479,73.691,57.912,0.71295,-1.0,-1.0,-1.0
37,8,679.944,68.734,33.971,27.609,0.50138,-1.0,-1.0,-1.0
37,7,696.323,154.969,55.295,50.974,0.49148,-1.0,-1.0,-1.0
37,9,657.577,36.231,24.694,19.700,0.35303,-1.0,-1.0,-1.0
37,1,13.506,0.000,1256.447,711.610,0.28795,-1.0,-1.0,-1.0
38,3,789.506,152.686,68.574,61.677,0.76041,-1.0,-1.0,-1.0
38,7,696.840,161.344,57.801,51.999,0.59136,-1.0,-1.0,-1.0
38,8,679.918,68.892,36.267,30.760,0.39081,-1.0,-1.0,-1.0
38,9,657.858,37.095,25.695,19.363,0.34218,-1.0,-1.0,-1.0
39,3,786.094,156.495,75.617,65.123,0.73809,-1.0,-1.0,-1.0
39,7,698.704,167.240,57.695,54.277,0.61643,-1.0,-1.0,-1.0
39,9,657.557,37.950,26.525,19.694,0.37338,-1.0,-1.0,-1.0
39,8,680.690,70.713,34.981,31.158,0.35099,-1.0,-1.0,-1.0
39,1,11.580,0.000,1258.132,711.989,0.26775,-1.0,-1.0,-1.0
40,7,699.013,173.307,59.828,58.276,0.63030,-1.0,-1.0,-1.0
40,3,796.935,162.400,71.824,65.243,0.60353,-1.0,-1.0,-1.0
40,9,657.780,37.823,26.344,21.093,0.39856,-1.0,-1.0,-1.0
40,8,681.193,72.572,36.201,30.596,0.37159,-1.0,-1.0,-1.0
41,3,798.315,162.457,70.298,64.363,0.61654,-1.0,-1.0,-1.0
41,7,698.977,173.436,59.750,57.554,0.61600,-1.0,-1.0,-1.0
41,9,657.794,37.777,26.366,21.057,0.42376,-1.0,-1.0,-1.0
41,8,681.387,72.606,35.982,30.506,0.36351,-1.0,-1.0,-1.0
42,3,795.841,168.173,80.851,69.761,0.66483,-1.0,-1.0,-1.0
42,7,699.626,179.511,62.944,58.983,0.63277,-1.0,-1.0,-1.0
42,1,11.266,1.134,1257.445,711.687,0.34487,-1.0,-1.0,-1.0
42,8,679.689,73.198,38.965,32.396,0.33251,-1.0,-1.0,-1.0
43,3,797.120,175.942,84.014,69.409,0.68814,-1.0,-1.0,-1.0
43,7,699.975,184.331,64.521,64.526,0.67968,-1.0,-1.0,-1.0
43,1,10.733,1.784,1258.819,711.474,0.33798,-1.0,-1.0,-1.0
43,8,681.069,73.917,39.349,34.353,0.27960,-1.0,-1.0,-1.0
44,3,807.817,183.515,80.585,69.396,0.75459,-1.0,-1.0,-1.0
44,7,701.229,190.510,67.036,65.373,0.57485,-1.0,-1.0,-1.0
44,1,10.790,2.578,1260.480,710.531,0.35946,-1.0,-1.0,-1.0
44,9,659.861,39.614,23.841,22.726,0.26275,-1.0,-1.0,-1.0
45,3,817.208,190.491,77.639,71.357,0.71926,-1.0,-1.0,-1.0
45,7,702.827,198.230,68.023,71.909,0.51626,-1.0,-1.0,-1.0
45,9,660.039,39.417,24.460,23.611,0.31245,-1.0,-1.0,-1.0
45,8,676.593,75.871,44.549,37.387,0.29191,-1.0,-1.0,-1.0
46,3,821.001,197.307,83.942,76.746,0.73456,-1.0,-1.0,-1.0
46,7,702.803,206.677,71.519,69.692,0.64871,-1.0,-1.0,-1.0
46,9,660.138,39.342,25.350,23.978,0.30376,-1.0,-1.0,-1.0
46,1,10.309,3.555,1264.267,709.341,0.27919,-1.0,-1.0,-1.0
47,3,821.268,197.245,83.631,77.105,0.72563,-1.0,-1.0,-1.0
47,7,702.739,206.748,71.665,69.727,0.64763,-1.0,-1.0,-1.0
47,1,11.202,3.592,1263.177,709.504,0.31615,-1.0,-1.0,-1.0
47,9,659.957,39.262,25.536,24.106,0.29300,-1.0,-1.0,-1.0
48,3,820.906,207.466,91.269,76.938,0.79568,-1.0,-1.0,-1.0
48,7,704.224,215.310,74.920,77.228,0.67252,-1.0,-1.0,-1.0
48,8,684.494,80.619,37.823,38.017,0.42247,-1.0,-1.0,-1.0
49,3,827.858,214.698,95.600,81.671,0.84305,-1.0,-1.0,-1.0
49,7,704.987,225.294,76.667,79.521,0.70272,-1.0,-1.0,-1.0
49,8,685.341,85.189,38.617,34.945,0.47689,-1.0,-1.0,-1.0
49,9,658.884,45.237,26.688,21.161,0.29524,-1.0,-1.0,-1.0
50,3,835.049,224.103,96.697,88.168,0.81634,-1.0,-1.0,-1.0
50,7,706.030,234.454,81.859,85.065,0.72711,-1.0,-1.0,-1.0
50,8,682.453,86.060,42.352,38.252,0.59677,-1.0,-1.0,-1.0
51,3,839.558,234.833,102.089,91.790,0.83518,-1.0,-1.0,-1.0
51,7,705.744,245.091,85.331,90.434,0.73417,-1.0,-1.0,-1.0
51,8,684.559,87.500,41.696,38.316,0.54196,-1.0,-1.0,-1.0
52,3,848.867,247.207,105.343,95.945,0.85500,-1.0,-1.0,-1.0
52,7,707.113,257.232,90.505,94.536,0.69285,-1.0,-1.0,-1.0
52,8,685.009,90.160,42.300,38.289,0.47832,-1.0,-1.0,-1.0
52,1,7.639,3.352,1263.625,710.792,0.30900,-1.0,-1.0,-1.0
53,3,848.686,247.182,105.705,96.383,0.86810,-1.0,-1.0,-1.0
53,7,707.227,256.957,90.401,95.051,0.72009,-1.0,-1.0,-1.0
53,8,685.339,90.414,41.968,37.968,0.50932,-1.0,-1.0,-1.0
53,1,8.198,3.646,1264.060,710.172,0.34176,-1.0,-1.0,-1.0
54,3,855.610,259.043,112.681,102.969,0.87755,-1.0,-1.0,-1.0
54,7,706.928,268.730,95.212,102.931,0.80728,-1.0,-1.0,-1.0
54,8,683.407,93.763,45.019,38.812,0.32479,-1.0,-1.0,-1.0
54,9,660.253,49.793,28.252,20.238,0.26474,-1.0,-1.0,-1.0
55,3,862.845,273.249,119.131,111.509,0.87034,-1.0,-1.0,-1.0
55,7,707.954,282.886,99.605,108.177,0.63859,-1.0,-1.0,-1.0
55,1,6.324,1.412,1268.632,711.954,0.38513,-1.0,-1.0,-1.0
55,8,687.318,95.250,41.532,39.536,0.33458,-1.0,-1.0,-1.0
56,3,869.345,287.621,127.936,120.491,0.88409,-1.0,-1.0,-1.0
56,7,709.057,297.288,103.132,118.032,0.79649,-1.0,-1.0,-1.0
56,8,687.893,96.199,43.352,40.537,0.51376,-1.0,-1.0,-1.0
56,9,661.776,50.510,27.431,22.906,0.36012,-1.0,-1.0,-1.0
57,3,879.777,304.197,134.320,130.540,0.81682,-1.0,-1.0,-1.0
